id,url,domain,network,extend,regex1,regex2,regex3,regex4,regex5,virustotal,isaffi
316,https://www.mmc.co.jp/corporate/ja/index.html,0,0,0,0,0,0,0,0,0,0
317,https://www.daihatsu.co.jp/top.htm,0,0,0,0,0,0,0,1,0,0
318,https://www.sony.jp/,0,0,0,0,0,0,1,1,0,0
319,https://www.shimz.co.jp/,0,0,0,0,0,0,0,1,1,0
320,https://toyota.jp/,0,0,0,0,0,0,0,1,0,0
321,https://www.scsk.jp/,0,0,0,0,0,0,0,1,0,0
322,https://www.nsw.co.jp/,0,0,0,0,0,0,0,1,0,0
323,https://www.ines.co.jp/,0,0,0,1,0,0,0,1,0,0
324,https://www.tkc.jp/,0,0,0,0,0,0,0,1,0,0
325,https://www.dts.co.jp/,0,0,0,0,0,0,0,1,0,0
326,https://www.nsd.co.jp/,0,0,0,0,0,0,0,1,0,0
327,https://www.fukuicompu.co.jp/,0,0,0,0,0,0,0,1,0,0
328,https://www.jbcchd.co.jp/,0,0,0,0,0,0,1,1,0,0
329,https://www.cec-ltd.co.jp/,0,0,0,0,0,0,0,1,0,0
330,https://www.crops.ne.jp/,0,0,0,0,0,0,0,1,0,0
331,https://www.jpf.go.jp/,0,0,0,0,0,0,0,1,0,0
332,https://www.jica.go.jp/,0,0,0,0,0,0,0,1,0,0
333,https://www.jbic.go.jp,0,0,0,0,0,0,0,0,0,0
334,https://www.nta.go.jp,0,0,0,0,0,0,0,1,0,0
335,https://www.kfs.go.jp/,0,0,0,0,0,0,0,0,0,0
336,http://www.customs.go.jp/,0,0,0,0,1,0,0,1,0,0
337,https://www.npb.go.jp/,0,0,0,0,0,0,0,1,0,0
338,https://www.nrib.go.jp,0,0,0,0,0,0,0,0,1,0
339,https://www.jfc.go.jp/,0,0,0,0,0,0,0,1,0,0
340,https://www.mint.go.jp/,0,0,0,0,0,0,0,1,0,0
341,https://www.jma.go.jp/jma/index.html,0,0,0,0,0,0,0,1,0,0
342,https://www.mod.go.jp/,0,0,0,0,0,0,0,1,0,0
343,https://www.cas.go.jp/index.html,0,0,0,0,0,0,0,0,0,0
344,https://www.digital.go.jp/,0,0,0,0,0,0,0,0,0,0
345,https://www.soumu.go.jp/,0,0,0,0,0,0,0,1,0,0
346,https://www.mof.go.jp/,0,0,0,0,0,0,0,1,0,0
347,https://www.mext.go.jp/,0,0,0,0,0,0,0,1,0,0
348,https://www.mhlw.go.jp/index.html,0,0,0,0,0,0,0,1,0,0
349,https://www.maff.go.jp/,0,0,0,0,0,0,1,1,0,0
350,https://www.meti.go.jp/,0,0,0,0,0,0,0,1,0,0
351,https://www.python.jp/,0,0,0,0,0,0,0,1,0,0
352,https://haskell.jp/,0,0,0,0,1,0,1,1,0,0
353,https://www.ffri.jp/,0,0,0,0,0,0,0,1,0,0
354,https://www.jpx.co.jp/,0,0,0,0,0,0,0,1,0,0
355,https://www.google.co.jp/,0,0,1,0,0,0,0,1,0,0
356,https://vim-jp.org/,0,0,0,0,0,0,0,1,0,0
357,https://rust-jp.rs/,0,0,0,0,0,0,0,1,0,0
358,https://tenki.jp/,0,0,0,0,0,0,1,1,0,0
359,https://www.nitori-net.jp/ec/,0,0,1,0,0,0,0,1,0,0
360,https://www.low-ya.com/,0,0,1,0,0,0,0,0,1,0
361,https://www.air-r.jp/,0,0,1,0,0,0,1,1,0,0
362,https://flymee.jp/,0,0,0,0,0,0,0,1,0,0
363,https://www.rigna.com/,0,0,0,1,0,0,0,1,0,0
364,https://www.unico-fan.co.jp/shop/default.aspx,0,0,0,0,0,0,0,1,0,0
365,https://tabroom.jp/,0,0,0,0,0,0,1,1,0,0
366,https://www.akaya.jp/,0,0,1,0,0,0,1,1,0,0
367,https://ikeablog.net/,0,0,0,0,0,0,1,1,0,0
368,https://citizen.jp/,0,0,0,0,0,0,0,0,0,0
369,https://minase-watches.com/,0,0,0,0,0,0,0,1,1,0
370,https://mens.tasclap.jp/,0,0,0,0,0,0,0,1,0,0
371,https://japanchess.org/,0,0,0,0,0,0,0,1,0,0
372,https://www.shogi.or.jp/,0,0,1,0,0,0,0,1,0,0
373,https://shogi100th.com/,0,0,0,0,0,0,0,1,0,0
374,https://www.pressnet.or.jp/,0,0,0,0,0,0,0,1,0,0
375,https://www.tokyo-np.co.jp/,0,0,0,0,0,0,0,1,0,0
